Frame Number,Time Offset,Source,Destination,RSSI (dBm),Protocol Name,Description,"This data was collected by rotating the laptop so that the keyboard faced down the hall. Otherwise, the original position was unaltered."
407,16.3634501,[80000B C94267],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
408,16.4167068,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
409,16.5186336,[80000B C94267],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
410,16.5192815,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
411,16.5221318,[80000B C94267],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa",
412,16.5230110,[80000B C94267],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
413,16.6213814,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
414,16.8262097,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
415,16.9286689,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
416,17.0310204,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
417,17.2358644,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
418,17.3382821,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
419,17.4406918,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
420,17.5430060,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
421,17.6454494,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
422,17.7479104,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
423,17.8503196,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
424,17.9527138,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
425,18.0549365,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
426,18.0616118,[9801A7 951843],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 4",
427,18.0997158,[9801A7 951843],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 4",
428,18.1449985,[9801A7 951843],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 5",
429,18.1577695,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
430,18.1826376,[9801A7 951843],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 5",
431,18.2288770,[9801A7 951843],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 6",
432,18.2598161,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
433,18.2666816,[9801A7 951843],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 6",
434,18.3333705,[9801A7 951843],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 7",
435,18.3712462,[9801A7 951843],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 7",
436,18.4166995,[9801A7 951843],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 8",
437,18.4538088,[9801A7 951843],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 8",
438,18.4677071,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
439,18.5072122,[B072BF 6D9280],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
440,18.5312528,[B072BF 6D9280],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
441,18.5669325,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
442,18.6694066,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
443,18.7158179,[8C4500 7B15A4],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
444,18.7559918,[8C4500 7B15A4],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
445,18.7717457,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
446,18.8741960,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
447,18.9766928,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
448,19.0728937,[B072BF 6D9280],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 5",
449,19.0789130,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
450,19.1684600,[B072BF 6D9280],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
451,19.1813363,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
452,19.1881924,[B072BF 6D9280],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
453,19.2838139,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
454,19.3862180,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
455,19.4886917,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
456,19.5909312,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
457,19.6934246,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
458,19.7959142,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
459,19.8982900,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
460,20.0007398,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
461,20.0077919,[681401 9E5761],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = MBTFR, Channel = 5",
462,20.0324586,[681401 9E5761],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = MBTFR, Channel = 6",
463,20.0526208,[681401 9E5761],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = MBTFR, Channel = 6",
464,20.3078045,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
465,20.4102197,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
466,20.4227200,[48E244 AA232D],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
467,20.5125887,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
468,20.5476298,[48E244 AA232D],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
469,20.5773446,[48E244 AA232D],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
470,20.6148918,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
471,20.7173446,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
472,20.7351432,[48E244 AA232D],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
473,20.7648374,[48E244 AA232D],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
474,20.8226657,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
475,20.8600628,[48E244 AA232D],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
476,20.8898964,[48E244 AA232D],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
477,20.9221835,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
478,21.1269052,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
479,21.2294470,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
480,21.2496417,[4CBB58 8A3C8B],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
481,21.2733415,[4CBB58 8A3C8B],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
482,21.3318045,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
483,21.4422134,[F04F7C 1B02BC],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
484,21.4530557,[F04F7C 1B02BC],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
485,21.4640537,[F04F7C 1B02BC],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
486,21.4749529,[F04F7C 1B02BC],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
487,21.4923392,[F04F7C 1B02BC],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
488,21.5049063,[F04F7C 1B02BC],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
489,21.5353061,[F04F7C 1B02BC],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
490,21.5477590,[F04F7C 1B02BC],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
491,21.5533005,[F04F7C 1B02BC],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
492,21.5685066,[F04F7C 1B02BC],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
493,21.6057357,[4CBB58 8A3C8B],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
494,21.6144517,[F04F7C 1B02BC],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
495,21.6261827,[F04F7C 1B02BC],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
496,21.6352097,[4CBB58 8A3C8B],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
497,21.6370375,[F04F7C 1B02BC],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
498,21.6420385,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
499,21.6531211,[F04F7C 1B02BC],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
500,21.6640208,[F04F7C 1B02BC],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
501,21.6754614,[F04F7C 1B02BC],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
502,21.6973393,[F04F7C 1B02BC],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
503,21.7414370,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
504,21.8438179,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
505,21.9462874,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
506,21.9842824,[0071CC 5383E9],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
507,22.0141584,[0071CC 5383E9],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
508,22.0486004,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
509,22.1096434,[0071CC 5383E9],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
510,22.1390027,[0071CC 5383E9],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
511,22.2534709,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
512,22.3566880,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
513,22.3591513,[0071CC 5383E9],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
514,22.3891226,[0071CC 5383E9],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
515,22.4588106,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
516,22.5605018,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
517,22.5713450,[689423 B93BA7],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 5",
518,22.5746396,[F0D7AA 0987D3],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 7",
519,22.6642714,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
520,22.7169516,[F430B9 07F463],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
521,22.7653065,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
522,22.8676956,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
523,22.9701963,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
524,23.0724947,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
525,23.1749878,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
526,23.2773666,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
527,23.3798733,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
528,23.4822038,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
529,23.5845039,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
530,23.6871039,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
531,23.7894848,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
532,23.8918953,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
533,23.9942964,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
534,24.0964999,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
535,24.1994894,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
536,24.3014936,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
537,24.4067193,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
538,24.5062944,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
539,24.6085137,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
540,24.7110098,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
541,24.8133321,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
542,25.0182480,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
543,25.0378684,[4697E1 E94DD7],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 6",
544,25.0541804,10.231.231.191,64.233.171.125,,TLS,TLS:Continued Data: 1 Bytes,"{TLS:8, SSLVersionSelector:7, TCP:2, IPv4:1}"
